id,date,sender_id,sender_name,text,has_media
11993,2024-06-24T00:19:31+00:00,1246278558,.,osea tampoco somos adivinos como para saber y estar ahí desde el primer día 🫥 si no hay nada publicado xd,False
11994,2024-06-24T00:20:34+00:00,1246278558,.,hay que tener paciencia nomas,False
11995,2024-06-24T00:22:37+00:00,1050304996,Kurt,,False
11996,2024-06-24T00:23:42+00:00,5573676843,Juan Guzmán,,False
11997,2024-06-24T00:25:11+00:00,5058443533,Kenllanque_✨🥀,,False
12001,2024-06-24T00:31:10+00:00,6571885164,,Perdona,False
12002,2024-06-24T00:31:16+00:00,6571885164,,Man,False
12003,2024-06-24T00:31:43+00:00,6571885164,,En verano empezó un lunes día de inscripción digo no,False
12004,2024-06-24T00:31:45+00:00,6571885164,,Xd,False
12005,2024-06-24T00:33:32+00:00,1457481766,Cristhian,bruh,True
12006,2024-06-24T00:35:19+00:00,6571885164,,Xd,False
12007,2024-06-24T00:35:23+00:00,6571885164,,😂😂😂,False
12008,2024-06-24T00:38:55+00:00,968692842,Grisel Lazaro,,False
12009,2024-06-24T00:41:18+00:00,630991106,Silvio Tufiño,,False
12010,2024-06-24T00:41:50+00:00,1653041953,Day🌻,,False
12011,2024-06-24T00:42:26+00:00,974068890,Veronica,,False
12012,2024-06-24T00:50:12+00:00,1154853830,Edgar Nestor C.,,False
12013,2024-06-24T00:51:59+00:00,892424907,Abel Peñafiel,,False
12014,2024-06-24T00:52:40+00:00,1835084612,Diego Parraga,,False
12015,2024-06-24T00:53:34+00:00,1501659305,Pablo Arturo Navia Paiva,,False
12016,2024-06-24T00:53:58+00:00,6484393007,~Nia,,False
12017,2024-06-24T00:55:59+00:00,5569973560,J C,,False
12018,2024-06-24T00:58:01+00:00,6189410451,Gabriel Rojas,,False
12019,2024-06-24T00:58:24+00:00,1248087277,Ted Luna,,False
12020,2024-06-24T01:04:46+00:00,1150529313,David Q,,False
12021,2024-06-24T01:05:50+00:00,6502998418,Tinkus Puros y Naturales UMSA,,False
12022,2024-06-24T01:08:14+00:00,1149707048,Dian Guerrero,,False
12023,2024-06-24T01:08:31+00:00,1149707048,Dian Guerrero,Cuando inicia los cursos,False
12024,2024-06-24T01:12:59+00:00,6571885164,,Según el comunicado mañana,False
12025,2024-06-24T01:13:58+00:00,1316127545,RASEC ☠☠,Y no ay horario 😂,False
12026,2024-06-24T01:16:31+00:00,1943972184,Enrique Alvarado,,False
12027,2024-06-24T01:19:25+00:00,748905228,GE,,False
12028,2024-06-24T01:24:14+00:00,1601769258,Maiyhu :3,,False
12029,2024-06-24T01:26:46+00:00,6278112973,Romel Angel Condori Apaza,,False
12030,2024-06-24T01:28:42+00:00,917471780,~J.J T.C,"No es por nada pero en mi opinion antes de sacar la convocatoria para los cursos de invierno y verano se deberia tener un horario tentativo ya que algunos estudiantes quieren tomar dos materias y no quieren tener choque de horario y sin un horario tentativo uno no puede hacer nada y lo malo es que en la convocatoria ya indica una fecha de inicio de clases cosa que uno se asusta por no saber los horarios.
Es mi opinion personal...",False
12031,2024-06-24T01:34:13+00:00,6987061149,Paris :D,,False
12032,2024-06-24T01:36:13+00:00,1072431086,Melani Pendones,,False
12033,2024-06-24T01:36:28+00:00,1979620807,Randol Villca,,False
12034,2024-06-24T01:40:08+00:00,144562680,Marcelo De La Quintana,,False
12035,2024-06-24T01:41:58+00:00,1338399197,J P,,False
12036,2024-06-24T01:46:54+00:00,1979239887,Enrique Fernando Tintaya Condori,ya hay horarios?,False
12037,2024-06-24T01:47:16+00:00,6019442946,412576 Karin,No hay horarios,False
12038,2024-06-24T01:47:31+00:00,6019442946,412576 Karin,Ni modo toca esperar una semana mas,False
12039,2024-06-24T01:47:57+00:00,1247992732,xyZ,,False
12040,2024-06-24T01:48:01+00:00,1979239887,Enrique Fernando Tintaya Condori,saben como pasaremos clases mañana si no tenemos los horarios,False
12041,2024-06-24T01:48:34+00:00,6571885164,,Una semana más!?,False
12042,2024-06-24T01:48:47+00:00,6571885164,,Jeje tranquis se tardan un día nomas,False
12043,2024-06-24T01:49:18+00:00,6019442946,412576 Karin,Es que algunos me dijeron que posible empieze el 1 de julio :D,False
12044,2024-06-24T01:49:28+00:00,6019442946,412576 Karin,Yo no se,False
12045,2024-06-24T01:50:18+00:00,6571885164,,Xd,False
12046,2024-06-24T01:52:23+00:00,6964863865,,,False
12047,2024-06-24T01:52:25+00:00,1346502791,🌸Bel🌸,Siempre fue así,False
12048,2024-06-24T01:52:32+00:00,1979239887,Enrique Fernando Tintaya Condori,te cae,False
12049,2024-06-24T01:54:19+00:00,1719302468,.,,False
12050,2024-06-24T02:00:38+00:00,5039918437,Khalid Adalid,,False
12051,2024-06-24T02:01:34+00:00,6149735411,Fernández Cazas,,False
12052,2024-06-24T02:05:22+00:00,715837834,Williams Cruz,,False
12053,2024-06-24T02:06:51+00:00,1325055991,Alby,,False
12054,2024-06-24T02:08:05+00:00,1444780130,,,False
12055,2024-06-24T02:09:34+00:00,6873344787,Astrit,,False
12056,2024-06-24T02:10:59+00:00,1600465930,Yherco Yhafar Espinoza Ticona,,False
12057,2024-06-24T02:12:22+00:00,288432726,Alvardud,"Bueno siempre fue el curso de temporada asi, no se desesperen 
De hecho aun no saben que materias se abriran, que docentes daran las materias y lo mas probable que se tengan que cambiar los horarios
Asi que paciencia",False
12058,2024-06-24T02:13:27+00:00,1457481766,Cristhian,quien?,False
12059,2024-06-24T02:15:09+00:00,1457481766,Cristhian,bruh,True
12060,2024-06-24T02:15:09+00:00,1457481766,Cristhian,,True
12061,2024-06-24T02:20:12+00:00,816624456,Ángel Quino Chipana,"https://forms.gle/BTZGFCTFEr8qHjWZ6
Formulario para solicitar que se abra INF 142 en temporada

https://chat.whatsapp.com/EMBGX03797r4dzy2eACxUz
Grupo de WhatsApp para estar al tanto",True
12062,2024-06-24T02:20:34+00:00,6354291163,mizZol Addu,,False
12063,2024-06-24T02:20:42+00:00,6019442946,412576 Karin,Y los horarios??,False
12064,2024-06-24T02:20:46+00:00,1124286007,Ph.D. Jose Maria Tapia B,https://t.me/+VVC4N0vmOaWuZeKU,False
12065,2024-06-24T02:20:55+00:00,1124286007,Ph.D. Jose Maria Tapia B,Ahi estan,False
12066,2024-06-24T02:21:10+00:00,6354291163,mizZol Addu,Tiene algun costo?,False
12067,2024-06-24T02:22:15+00:00,1106140950,Salome,Esto ya es el oficial no?,False
12068,2024-06-24T02:22:15+00:00,1106140950,Salome,,True
12069,2024-06-24T02:23:01+00:00,1124286007,Ph.D. Jose Maria Tapia B,,True
12070,2024-06-24T02:23:17+00:00,5555010391,victor w chavez,,False
12071,2024-06-24T02:23:47+00:00,6720452992,Sheyla,,False
12072,2024-06-24T02:24:11+00:00,5555010391,victor w chavez,Buenas noches soy de la facultad de ciencias puras informática,False
12073,2024-06-24T02:24:42+00:00,5555010391,victor w chavez,Y quería saber si había una lista o algo para saber si puedo registrarme,False
12074,2024-06-24T02:25:00+00:00,5555010391,victor w chavez,Anteriormente me preinscribi,False
12075,2024-06-24T02:26:42+00:00,6767815753,,,False
12076,2024-06-24T02:29:40+00:00,1179140860,Luis Alfredo Quispe Ortiz,,False
12077,2024-06-24T02:31:28+00:00,1096825186,Katherin Aide Ramirez Alanoca,,False
12078,2024-06-24T02:31:37+00:00,1107889897,Alan Herlan,,False
12079,2024-06-24T02:34:18+00:00,1114272790,Marisol Tellez R,,True
12080,2024-06-24T02:38:16+00:00,6134043935,Dani Can,,False
12081,2024-06-24T02:40:48+00:00,1608849154,jjj,,False
12082,2024-06-24T02:41:20+00:00,1449345193,Jane✨ .,,False
12083,2024-06-24T02:41:56+00:00,1084188006,Jhonatan Rodríguez,,False
12084,2024-06-24T02:42:49+00:00,1096527185,Jair Arias,,False
12085,2024-06-24T02:43:24+00:00,1366009675,Al,Que INF es álgebra y cálculo?,False
12086,2024-06-24T02:44:37+00:00,6143635780,Aylin Shirley Aliaga Kea,Álgebra inf114 y cálculo inf115,False
12087,2024-06-24T02:45:11+00:00,1366009675,Al,Gracias,False
12088,2024-06-24T02:45:48+00:00,960678421,D...,"gracias ,pero sugiero las operativas sean de 12 a 4 muchos trabajamos de por la tarde",False
12089,2024-06-24T02:47:04+00:00,7099481152,,,False
12090,2024-06-24T02:50:04+00:00,1021142090,:v,Hay grupo de electronica 1?,False
12091,2024-06-24T02:50:09+00:00,1022938086,Aless,,False
12092,2024-06-24T02:51:15+00:00,1637336772,Gerson Argollo Magne,X2,False
12093,2024-06-24T02:51:28+00:00,1114272790,Marisol Tellez R,,False
12094,2024-06-24T02:52:26+00:00,6890027171,Sly,,False
12095,2024-06-24T02:53:54+00:00,1940140766,Pablo Calderón,,False
12096,2024-06-24T02:57:04+00:00,1682855213,Anton Nina,"Los que quieran unirse para el cambio de horario en el caso de choque de las materias de REDES l e INVESTIGACIÓN OPERARIVA I


https://t.me/+A-wPgSakPukxMWJh",True
12097,2024-06-24T02:59:59+00:00,6265763412,Brian,,False
12098,2024-06-24T03:00:53+00:00,1646382367,Alejandra Nicole,,False
12099,2024-06-24T03:01:52+00:00,1536258027,Rodrigo C.D,.,False
12100,2024-06-24T03:05:12+00:00,960678421,D...,"doctor Tapia varios Estudiantes queremos que se cambie de horario de operativa 1,queremos que sea de 12 a 4 pm por favor",False
12101,2024-06-24T03:05:48+00:00,875281614,,Si Dr por favor,False
12102,2024-06-24T03:06:03+00:00,6708566653,.,si Dr. por favor.,False
12103,2024-06-24T03:06:30+00:00,1213298127,Carlos Angel,No,False
12104,2024-06-24T03:07:58+00:00,1334508119,Cris_xD 🔱,"Solo algunos Dr. Tapia, no todos queremos cambiarlo",False
12105,2024-06-24T03:09:38+00:00,5003032957,Majo,Mañana comienzan las clases?,False
12107,2024-06-24T03:10:00+00:00,1346502791,🌸Bel🌸,No creo no hay ni lices,False
12108,2024-06-24T03:10:10+00:00,960678421,D...,queremos cambiar,False
12109,2024-06-24T03:10:13+00:00,1365389275,Ariel,,False
12110,2024-06-24T03:10:31+00:00,1334508119,Cris_xD 🔱,Solo algunos...,False
12112,2024-06-24T03:11:04+00:00,1346502791,🌸Bel🌸,Se ir y no sabe aparecer no todos algunos,False
12114,2024-06-24T03:13:43+00:00,1450181337,Luz Gabriela Tinta Chura,"Disculpen, saben quién es el coordinador del curso de temporada...?",False
12115,2024-06-24T03:13:57+00:00,1256022758,,Saben de dónde puedo sacar el código ctp??,False
12116,2024-06-24T03:14:18+00:00,5908995055,Eyder,,False
12117,2024-06-24T03:14:22+00:00,500445506,Luis Albert,,False
12118,2024-06-24T03:14:34+00:00,1131476623,alejandro mayta,Disculpen el aula F donde queda?,False
12119,2024-06-24T03:14:45+00:00,1514268661,_,,True
12120,2024-06-24T03:14:51+00:00,1514268661,_,...,False
12121,2024-06-24T03:17:08+00:00,1146045899,J.Dan,,False
12123,2024-06-24T03:22:15+00:00,1664057296,Jazz,,False
12124,2024-06-24T03:24:58+00:00,1074622737,LIL NAS,"Disculpen tengo un problema , ya aprobe la materia programacion web 2 y ahora quiero tomar programacion web 3 en temporada pero no me aparece la opcion de inscribirme en la materia alguien me explica poque ??",False
12125,2024-06-24T03:27:08+00:00,5232124761,Alvaro Quispe,,False
12126,2024-06-24T03:27:24+00:00,1467085383,Caro,"Buenas noches una duda soy de la carrera de Cs. Químicas y aún no puedo generar mi cpt, esto es en general? Pasa con otras carreras? 🥲",False
12127,2024-06-24T03:28:22+00:00,1067934256,David L,Aprobaste inf-111?,False
12128,2024-06-24T03:29:17+00:00,1074622737,LIL NAS,Si,False
12129,2024-06-24T03:31:21+00:00,950462855,Luna,,False
12130,2024-06-24T03:34:38+00:00,1106140950,Salome,Puede que sea porque inscripción es de 8 hasta las 22,False
12131,2024-06-24T03:35:22+00:00,1370408585,Day,,False
12132,2024-06-24T03:35:44+00:00,1346502791,🌸Bel🌸,Talvez porque no decidieron abrirlo ya que es del nuevo plan,False
12133,2024-06-24T03:37:12+00:00,1074622737,LIL NAS,"Pero en el horario que publicaron , aparece la materia de INF 133",False
12134,2024-06-24T03:38:02+00:00,1346502791,🌸Bel🌸,Weno como te digo talvez o será por las pre inscripciónes solo son posibilidades,False
12135,2024-06-24T03:43:11+00:00,1107748630,Aba,"ahorita el sistema esta cerrado, intenta mañana desde las 8",False
12136,2024-06-24T03:46:44+00:00,1074622737,LIL NAS,Ojala y mañana ya este normal el sistema,False
12137,2024-06-24T03:53:09+00:00,1014861195,Cami,,False
12138,2024-06-24T03:53:50+00:00,6174638470,Yara Ichuta,,False
12139,2024-06-24T03:55:11+00:00,6044757826,Akemi,Ya hay docentes muchachos? Según desde mañana inicia clases,False
12140,2024-06-24T03:57:27+00:00,1927552437,Nervi,Una pregunta ta,False
12141,2024-06-24T03:57:44+00:00,1927552437,Nervi,Cuánto dura el código para pagar ?,False
12142,2024-06-24T03:57:55+00:00,662717125,Gary,,False
12143,2024-06-24T03:58:19+00:00,1231254245,Levit. A,24 hrs,False
12144,2024-06-24T03:58:27+00:00,1927552437,Nervi,😅 y es que ya genere y me dijo maximo asta 23.59 de 06 XD,False
12145,2024-06-24T03:58:33+00:00,1927552437,Nervi,Y hoy es 6,False
12146,2024-06-24T03:58:43+00:00,1927552437,Nervi,Osea en si el código me dura 2 min XD,False
12148,2024-06-24T03:59:19+00:00,1927552437,Nervi,A ya,False
12149,2024-06-24T04:00:28+00:00,1927552437,Nervi,"Si yo me equivoqué XD , pero aún así como que esta vez si no le entendí",False
12150,2024-06-24T04:00:38+00:00,1927552437,Nervi,"Pero ya tengo el código , mañana voy a pagar XD",False
12151,2024-06-24T04:00:42+00:00,1927552437,Nervi,😁,False
12152,2024-06-24T04:10:13+00:00,6164088425,Josue felipe Maquera merlo,,False
12153,2024-06-24T04:12:07+00:00,1756895503,Alex,,False
12154,2024-06-24T04:17:22+00:00,1510009893,,,False
12155,2024-06-24T04:30:06+00:00,2041684796,Esperanza Flores,,False
12156,2024-06-24T04:32:48+00:00,6724564917,Mariel Osco,,False
12157,2024-06-24T04:35:48+00:00,1818250789,Laura,,False
12158,2024-06-24T04:36:39+00:00,6516700175,. .,,False
12159,2024-06-24T04:38:06+00:00,1857770678,José,,False
12160,2024-06-24T04:38:46+00:00,6038371615,...,,False
12161,2024-06-24T04:42:36+00:00,6687771938,CDJ,,False
12162,2024-06-24T04:42:38+00:00,1945641805,JM MH,Ya hay horarios?,False
12163,2024-06-24T04:42:47+00:00,1945641805,JM MH,La entrega de documentos será está semana?,False
12164,2024-06-24T04:55:46+00:00,889095189,.,,False
12165,2024-06-24T04:58:29+00:00,5200224887,Cristian,,False
12166,2024-06-24T05:07:38+00:00,5679742989,Antonio Pérez,,False
12167,2024-06-24T05:13:39+00:00,982983143,----,Follow this link to join my WhatsApp group: https://chat.whatsapp.com/F7HeY7NvrIbIGWe6jbZUZy,True
12168,2024-06-24T05:14:05+00:00,6724564917,Mariel Osco,Se habilitará mat 156,False
12169,2024-06-24T05:14:14+00:00,466710651,Adrian Merlo,,False
12174,2024-06-24T05:18:46+00:00,5446464242,Sergio Zabaleta,Si,False
12179,2024-06-24T05:30:16+00:00,982983143,----,"INF-314 AUDITORIA INFORMATICA 
Optativa importante , aprovechen ahora . https://chat.whatsapp.com/F7HeY7NvrIbIGWe6jbZUZy",True
12180,2024-06-24T05:49:25+00:00,5679742989,Antonio Pérez,"INF-164 Habilita dos materias 
https://chat.whatsapp.com/Dc2J0b9T5WK63HUr9IYNpT",True
12181,2024-06-24T06:06:39+00:00,1945641805,JM MH,Donde los encuentro?,False
12182,2024-06-24T06:17:36+00:00,5446464242,Sergio Zabaleta,No hay docentes definidos aún,True
12184,2024-06-24T07:59:46+00:00,1236941205,Kevin R LR,,False
12185,2024-06-24T08:14:26+00:00,1989995803,Emanuel,,False
